target_selectivity,cutoff_date,matched_cpu,matched_gpu,matched_error,achieved_selectivity,kernel_ms_min,kernel_ms_median,kernel_ms_max,total_execution_time_median,overhead_ms,overhead_percentage,gpu_to_cpu_transfer_in_ms,cpu_reduction_time_in_ms,useful_data_MB,total_data_MB,estimated_bandwidth_GB_per_sec,num_groups,validation_cpu_result,validation_gpu_result,abs_error,rel_error
0.010000000,1992-03-17,301255,301255,0,0.010041902,1415.289218000,1422.692239000,1427.307968000,1515.858100000,93.165861000,6.146080626,67.145900000,25.277300000,6.627610000,659.995490000,0.463906017,2,11393082430.173156738,11393081438.619998932,991.553157806,0.000000087
