target_selectivity,window_days,start_day,end_day,matched_rows,achieved_selectivity,kernel_ms_min,kernel_ms_median,kernel_ms_max,total_execution_time_median,overhead_ms,overhead_percentage,gpu_to_cpu_transfer_in_ms,cpu_reduction_time_in_ms,useful_data_MB,total_data_MB,estimated_bandwidth_GB_per_sec,cpu_result,gpu_result,abs_error_cents,rel_err
0.250000000,1796,8766,10562,7437848,0.247929961,8.048229000,8.214166000,8.280989000,8.773000000,0.558834000,6.369930468,0.090300000,0.037600000,119.005568000,479.996720000,58.435234934,9367851648.191865921,9367852647.049999237,0,0.000000107
