target_selectivity,cutoff_date,matched_cpu,matched_gpu,matched_error,achieved_selectivity,kernel_ms_min,kernel_ms_median,kernel_ms_max,total_execution_time_median,overhead_ms,overhead_percentage,gpu_to_cpu_transfer_in_ms,cpu_reduction_time_in_ms,useful_data_MB,total_data_MB,estimated_bandwidth_GB_per_sec,num_groups,validation_cpu_result,validation_gpu_result,abs_error,rel_error
1.000000000,1998-12-01,29999795,29999795,0,1.000000000,1458.567447000,1464.631145000,1466.356093000,1558.797200000,94.166055000,6.040943299,66.564200000,25.524000000,659.995490000,659.995490000,0.450622324,4,1133439457956.434570312,1133439359170.319824219,98786.114746094,0.000000087
