target_selectivity,cutoff_date,matched_cpu,matched_gpu,matched_error,achieved_selectivity,kernel_ms_min,kernel_ms_median,kernel_ms_max,total_execution_time_median,overhead_ms,overhead_percentage,gpu_to_cpu_transfer_in_ms,cpu_reduction_time_in_ms,useful_data_MB,total_data_MB,estimated_bandwidth_GB_per_sec,num_groups,validation_cpu_result,validation_gpu_result,abs_error,rel_error
0.000100000,1992-01-09,3664,3664,0,0.000122134,1368.518385000,1369.691979000,1369.928281000,1497.972400000,128.280421000,8.563603775,91.876400000,35.813000000,0.080608000,659.995490000,0.481856870,2,136628664.543945312,136628652.400000006,12.143945307,0.000000089
