operator,variant,N,selectivity_target,selectivity_achieved,groups_G,skew,run_id,kernel_ms,h2d_ms,d2h_ms,end2end_ms,rows_per_s,eff_GBps,correct
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,0,1.9262,0,0.011093,2.6549,5.19158e+09,62.4612,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,0,1.90437,0,0.00526,2.3917,5.25107e+09,84.0171,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,1,0.829843,0.003854,0.002447,1.2477,1.20505e+10,48.2019,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,1,1.62713,0.003177,0.002864,2.0477,6.14577e+09,74.9797,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,1,2.01359,0,0.013177,2.6249,4.96625e+09,59.7502,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,1,1.96036,0,0.004739,2.6151,5.10109e+09,81.6175,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,2,0.793333,0.003645,0.002552,1.3297,1.2605e+10,50.4202,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,2,1.61057,0.003125,0.002812,2.0656,6.20897e+09,75.7508,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,2,2.00536,0,0.010625,2.7521,4.98663e+09,59.9953,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,2,1.93203,0,0.004687,2.3758,5.1759e+09,82.8144,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,3,0.868281,0.002968,0.002395,1.2728,1.1517e+10,46.068,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,3,1.55005,0.004427,0.003333,2.1296,6.4514e+09,78.7084,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,3,1.99812,0,0.013645,2.6087,5.00469e+09,60.2127,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,3,2.02641,0,0.004999,2.5484,4.93485e+09,78.9576,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,4,0.78276,0.003281,0.002656,1.3099,1.27753e+10,51.1012,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,4,1.56599,0.003281,0.002916,2.013,6.38574e+09,77.9074,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,4,1.92437,0,0.010572,2.7312,5.19649e+09,62.5203,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,4,1.95927,0,0.005155,2.5426,5.10394e+09,81.6631,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,5,0.793645,0.004375,0.00302,1.2575,1.26001e+10,50.4004,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,5,1.60864,0.003437,0.00276,2.0815,6.21641e+09,75.8416,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,5,2.34578,0,0.011718,3.1336,4.26297e+09,51.2889,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,5,1.895,0,0.005468,2.569,5.27704e+09,84.4328,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,6,0.827552,0.00375,0.003072,1.2542,1.20838e+10,48.3353,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,6,1.54823,0.00302,0.003125,1.9224,6.45899e+09,78.8011,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,6,1.94198,0,0.010677,2.5096,5.14939e+09,61.9536,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,6,1.98937,0,0.004947,2.4274,5.0267e+09,80.4273,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,7,0.895104,0.003697,0.00302,1.38,1.11719e+10,44.6875,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,7,1.51635,0.003541,0.003281,2.0008,6.59477e+09,80.4576,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,7,2.00823,0,0.01125,2.8221,4.97951e+09,59.9098,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,7,2.55609,0,0.00427,3.1249,3.91222e+09,62.5956,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,8,0.886197,0.004062,0.00375,1.3543,1.12842e+10,45.1367,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,8,1.53828,0.003072,0.003072,1.9434,6.50076e+09,79.3107,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,8,1.95609,0,0.011093,2.5835,5.11223e+09,61.5065,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,8,1.89365,0,0.005259,2.5013,5.28082e+09,84.4932,1
scan_filter_count,base,10000000,0.05,0.0500543,0,uniform,9,0.754687,0.002708,0.002552,1.127,1.32505e+10,53.0021,1
projection_expr_compact,base,10000000,0.05,0.0500543,0,uniform,9,1.67307,0.003125,0.002916,2.1894,5.97703e+09,72.9211,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.05,0.0500543,0,uniform,9,1.89521,0,0.010937,2.5663,5.27647e+09,63.4825,1
groupby_sum_count,fixedpoint_atomics,10000000,0.05,0.0500543,8,uniform,9,1.93719,0,0.004582,2.5168,5.16212e+09,82.594,1
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,100000,0.789218,0.003125,0.002864,1.2355,1.26708e+10,50.6831,1
projection_expr_compact,base,10000000,0.1,0.10001,0,uniform,100000,1.93693,0.003593,0.002864,2.5101,5.16282e+09,64.0191,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.1,0.10001,0,uniform,100000,2.0687,0,0.010885,2.7259,4.83396e+09,58.1586,1
groupby_sum_count,fixedpoint_atomics,10000000,0.1,0.0125095,8,uniform,100000,2.36599,0,0.004791,2.8431,4.22656e+09,67.625,0
scan_filter_count,base,10000000,0.1,0.10001,0,uniform,0,0.814531,0.003177,0.002447,1.2407,1.2277e+10,49.108,1
