operator,variant,N,selectivity_target,selectivity_achieved,groups_G,skew,run_id,kernel_ms,h2d_ms,d2h_ms,end2end_ms,rows_per_s,eff_GBps,correct
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,2,2.37542,0.003541,0.003072,2.8543,4.20979e+09,54.7287,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,2,2.37599,0,0.011406,2.9958,4.20877e+09,50.6368,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.250084,8,uniform,2,3.12854,0,0.004687,3.5244,3.19638e+09,51.1421,1
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,3,0.863281,0.003541,0.00276,1.2211,1.15837e+10,46.3349,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,3,2.20932,0.003229,0.00302,2.6661,4.52628e+09,58.8431,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,3,2.28859,0,0.011302,2.9484,4.3695e+09,52.5705,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.250084,8,uniform,3,3.13927,0,0.004426,3.6709,3.18545e+09,50.9673,1
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,4,0.854947,0.003697,0.00302,1.3345,1.16966e+10,46.7865,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,4,2.30609,0.00375,0.003072,2.8822,4.33634e+09,56.3739,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,4,2.16547,0,0.011406,2.7024,4.61794e+09,55.5596,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.250084,8,uniform,4,3.07693,0,0.005572,3.869,3.25e+09,52,1
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,5,0.798645,0.004531,0.002552,1.2287,1.25212e+10,50.0848,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,5,2.43187,0.004062,0.00302,2.961,4.11205e+09,53.4581,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,5,2.3687,0,0.010729,3.0062,4.22173e+09,50.7927,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.250084,8,uniform,5,3.08641,0,0.004999,3.77,3.24001e+09,51.8403,1
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,6,0.789843,0.00401,0.002604,1.2855,1.26607e+10,50.643,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,6,2.21734,0.003489,0.003437,2.9415,4.5099e+09,58.6303,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,6,2.15078,0,0.011666,2.8824,4.64947e+09,55.939,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.250084,8,uniform,6,3.03104,0,0.008332,3.4563,3.2992e+09,52.7872,1
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,7,0.849739,0.00375,0.00276,1.3067,1.17683e+10,47.0733,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,7,2.37271,0.003437,0.002812,2.8659,4.21459e+09,54.7911,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,7,2.17391,0,0.011406,2.9544,4.60001e+09,55.3439,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.250084,8,uniform,7,3.07646,0,0.004739,3.6043,3.25049e+09,52.0079,1
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,8,0.797864,0.003697,0.002864,1.3308,1.25335e+10,50.1339,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,8,2.27552,0.003489,0.002812,2.7955,4.3946e+09,57.1313,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,8,2.22932,0,0.009947,2.8476,4.48567e+09,53.9682,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.250084,8,uniform,8,3.01432,0,0.004947,3.4792,3.3175e+09,53.08,1
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,9,0.968489,0.003906,0.003437,1.3764,1.03254e+10,41.3014,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,9,2.32463,0.003385,0.002968,2.8406,4.30175e+09,55.9242,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,9,2.36167,0,0.012864,3.2003,4.2343e+09,50.9439,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.250084,8,uniform,9,2.98281,0,0.004478,3.4699,3.35254e+09,53.6407,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,100000,0.81026,0.002864,0.003125,1.6484,1.23417e+10,49.3669,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,100000,2.50995,0.004166,0.00302,3.0659,3.98415e+09,55.7788,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,100000,2.29114,0,0.010364,3.0765,4.36463e+09,52.512,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,100000,5.98453,0,0.005103,6.7474,1.67097e+09,26.7356,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,0,0.845156,0.003697,0.002864,1.2594,1.18321e+10,47.3285,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,0,2.82849,0.003697,0.002968,3.2395,3.53546e+09,49.497,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,0,2.31917,0,0.010937,2.9425,4.31189e+09,51.8775,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,0,6.00344,0,0.004478,6.4828,1.66571e+09,26.6514,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,1,0.795781,0.004114,0.002604,1.2251,1.25663e+10,50.2651,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,1,2.47193,0.003125,0.002812,2.9526,4.04543e+09,56.6367,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,1,2.16547,0,0.01125,2.8004,4.61794e+09,55.5596,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,1,6.16927,0,0.004634,6.6506,1.62094e+09,25.935,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,2,0.779479,0.00375,0.003229,1.5583,1.28291e+10,51.3163,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,2,2.53625,0.004166,0.002968,3.2142,3.94283e+09,55.2003,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,2,2.3687,0,0.011354,3.1501,4.22173e+09,50.7927,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,2,6.07292,0,0.004843,6.5095,1.64666e+09,26.3465,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,3,0.817135,0.003802,0.003854,1.5725,1.22379e+10,48.9515,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,3,2.6187,0.003489,0.003489,3.3028,3.81869e+09,53.4624,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,3,2.19161,0,0.010312,3.0142,4.56285e+09,54.8968,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,3,6.37172,0,0.00453,6.8067,1.56944e+09,25.111,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,4,0.932031,0.00401,0.002968,1.3588,1.07293e+10,42.917,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,4,2.63489,0.003489,0.002864,3.2878,3.79522e+09,53.1337,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,4,2.63323,0,0.011979,3.1367,3.79762e+09,45.6901,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,4,5.99922,0,0.004582,6.4591,1.66688e+09,26.6702,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,5,0.919531,0.005625,0.003437,1.5363,1.08751e+10,43.5004,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,5,2.54573,0.004479,0.002916,3.2399,3.92815e+09,54.9948,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,5,2.19088,0,0.010677,2.8155,4.56437e+09,54.915,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,5,6.33875,0,0.004739,7.2668,1.5776e+09,25.2416,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,6,1.05484,0.003958,0.002916,1.4688,9.48008e+09,37.9203,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,6,2.52068,0.004218,0.002864,2.9124,3.96719e+09,55.5413,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,6,2.43651,0,0.011614,3.2818,4.10423e+09,49.379,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,6,6.00427,0,0.004374,6.5119,1.66548e+09,26.6477,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,7,0.873437,0.00427,0.002916,1.2592,1.1449e+10,45.7961,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,7,2.5112,0.003489,0.002968,2.8522,3.98216e+09,55.751,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,7,2.76818,0,0.011197,3.581,3.61249e+09,43.4627,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,7,6.47453,0,0.004947,7.3999,1.54451e+09,24.7122,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,8,0.937187,0.003958,0.003281,1.5547,1.06702e+10,42.6809,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,8,2.66297,0.004218,0.002968,3.1429,3.75521e+09,52.5736,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,8,2.23724,0,0.014791,2.9178,4.4698e+09,53.7772,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,8,5.97766,0,0.00453,6.5277,1.6729e+09,26.7664,1
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,9,0.787864,0.003854,0.00302,1.4944,1.26925e+10,50.7702,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,9,2.55719,0.003072,0.003281,3.0118,3.91055e+09,54.7483,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,9,2.18302,0,0.010312,2.7772,4.58081e+09,55.1129,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.500044,8,uniform,9,6.00922,0,0.004687,6.4609,1.66411e+09,26.6258,1
scan_filter_count,base,10000000,1,1,0,uniform,100000,0.822343,0.003489,0.002656,1.2192,1.21604e+10,48.6415,1
projection_expr_compact,base,10000000,1,1,0,uniform,100000,3.96755,0.003802,0.002812,4.3914,2.52045e+09,40.3271,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,100000,2.29344,0,0.01026,2.9035,4.36027e+09,52.4595,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,100000,15.8736,0,0.004426,16.5516,6.29975e+08,10.0796,1
scan_filter_count,base,10000000,1,1,0,uniform,0,0.816562,0.003854,0.002656,1.2067,1.22465e+10,48.9859,1
projection_expr_compact,base,10000000,1,1,0,uniform,0,2.85328,0.003281,0.003125,3.6399,3.50474e+09,56.0758,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,0,2.25573,0,0.010833,2.8975,4.43316e+09,53.3364,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,0,16.2886,0,0.005208,16.8869,6.13925e+08,9.8228,1
scan_filter_count,base,10000000,1,1,0,uniform,1,0.812083,0.004375,0.00302,1.1819,1.2314e+10,49.256,1
projection_expr_compact,base,10000000,1,1,0,uniform,1,3.00073,0.003593,0.003697,3.6965,3.33252e+09,53.3204,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,1,2.56026,0,0.011302,3.4302,3.90585e+09,46.9923,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,1,16.1577,0,0.005051,16.6963,6.189e+08,9.9024,1
scan_filter_count,base,10000000,1,1,0,uniform,2,0.823906,0.003697,0.002604,1.301,1.21373e+10,48.5492,1
projection_expr_compact,base,10000000,1,1,0,uniform,2,2.79172,0.00302,0.003385,3.3087,3.58202e+09,57.3124,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,2,2.71755,0,0.011145,3.4885,3.67978e+09,44.2724,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,2,16.9665,0,0.005676,17.6929,5.89398e+08,9.43038,1
scan_filter_count,base,10000000,1,1,0,uniform,3,0.790833,0.003802,0.0025,1.2468,1.26449e+10,50.5796,1
projection_expr_compact,base,10000000,1,1,0,uniform,3,2.78729,0.003385,0.002708,3.2643,3.58771e+09,57.4034,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,3,2.28448,0,0.010416,3.0249,4.37737e+09,52.6652,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,3,15.9848,0,0.004322,16.4671,6.25595e+08,10.0095,1
scan_filter_count,base,10000000,1,1,0,uniform,4,0.836718,0.003958,0.002604,1.2187,1.19515e+10,47.8058,1
projection_expr_compact,base,10000000,1,1,0,uniform,4,2.87526,0.003541,0.002656,3.4611,3.47795e+09,55.6471,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,4,2.64948,0,0.009739,3.2635,3.77433e+09,45.4099,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,4,16.0059,0,0.004166,16.4858,6.2477e+08,9.99633,1
scan_filter_count,base,10000000,1,1,0,uniform,5,0.768906,0.003541,0.002395,1.2044,1.30055e+10,52.022,1
projection_expr_compact,base,10000000,1,1,0,uniform,5,2.75568,0.004375,0.003125,3.3384,3.62887e+09,58.062,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,5,2.20536,0,0.010364,3.0188,4.5344e+09,54.5545,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,5,15.9755,0,0.00552,16.917,6.25958e+08,10.0153,1
scan_filter_count,base,10000000,1,1,0,uniform,6,0.82552,0.003489,0.002552,1.2525,1.21136e+10,48.4543,1
projection_expr_compact,base,10000000,1,1,0,uniform,6,2.72604,0.003854,0.002916,3.1908,3.66832e+09,58.6932,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,6,2.17266,0,0.011666,2.9131,4.60266e+09,55.3758,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,6,15.8716,0,0.004583,16.3488,6.30056e+08,10.0809,1
scan_filter_count,base,10000000,1,1,0,uniform,7,0.85125,0.003541,0.002916,1.272,1.17474e+10,46.9897,1
projection_expr_compact,base,10000000,1,1,0,uniform,7,2.75203,0.003489,0.003593,3.7112,3.63368e+09,58.1389,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,7,2.26896,0,0.010781,3.0753,4.40731e+09,53.0254,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,7,15.7697,0,0.005781,16.7471,6.34128e+08,10.1461,1
scan_filter_count,base,10000000,1,1,0,uniform,8,0.780156,0.003177,0.0025,1.2126,1.28179e+10,51.2718,1
projection_expr_compact,base,10000000,1,1,0,uniform,8,2.92797,0.002968,0.002812,3.4463,3.41534e+09,54.6454,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,8,2.23713,0,0.011197,2.9735,4.47e+09,53.7797,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,8,15.8897,0,0.005833,16.7729,6.29339e+08,10.0694,1
scan_filter_count,base,10000000,1,1,0,uniform,9,0.865625,0.003593,0.00302,1.2526,1.15523e+10,46.2094,1
projection_expr_compact,base,10000000,1,1,0,uniform,9,3.08891,0.003385,0.003125,3.5387,3.23739e+09,51.7983,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,9,2.25234,0,0.01125,2.8792,4.43982e+09,53.4166,1
groupby_sum_count,fixedpoint_atomics,10000000,1,1,8,uniform,9,15.9049,0,0.006093,16.6227,6.28735e+08,10.0598,1
