operator,variant,N,selectivity_target,selectivity_achieved,groups_G,skew,run_id,kernel_ms,h2d_ms,d2h_ms,end2end_ms,rows_per_s,eff_GBps,correct
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,2,0.8525,0.004687,0.003802,1.2227,1.17302e+10,46.9208,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,2,2.43307,0.004218,0.003906,2.9745,4.11003e+09,53.4318,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,2,2.21781,0,0.012916,3.0928,4.50895e+09,54.2483,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,2,2.99469,0,0.005572,3.6546,3.33925e+09,53.428,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,3,0.941041,0.00401,0.003072,1.3357,1.06265e+10,42.5061,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,3,2.22708,0.003541,0.004531,3.0014,4.49018e+09,58.3738,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,3,2.26599,0,0.013385,3.0924,4.41308e+09,53.0949,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,3,3.05391,0,0.006718,3.7144,3.2745e+09,52.3919,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,4,0.905989,0.005729,0.003281,1.3208,1.10377e+10,44.1506,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,4,2.24719,0.00427,0.00375,2.737,4.45001e+09,57.8516,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,4,2.24104,0,0.015104,3.0415,4.46221e+09,53.686,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,4,2.97875,0,0.00703,3.6688,3.35711e+09,53.7138,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,5,0.984322,0.006093,0.004427,1.7507,1.01593e+10,40.6371,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,5,2.33859,0.00526,0.00401,2.8551,4.27608e+09,55.5904,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,5,2.37068,0,0.017083,3.1643,4.2182e+09,50.7503,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,5,3.19083,0,0.00578,3.6921,3.13398e+09,50.1437,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,6,0.83302,0.004114,0.003177,1.3875,1.20045e+10,48.0181,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,6,2.2225,0.00401,0.003958,2.6631,4.49944e+09,58.4942,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,6,2.20401,0,0.012552,2.7949,4.53718e+09,54.588,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,6,3.08104,0,0.005832,3.7574,3.24566e+09,51.9305,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,7,0.827083,0.004062,0.003072,1.2708,1.20907e+10,48.3627,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,7,2.31823,0.00427,0.004114,3.0256,4.31364e+09,56.0787,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,7,2.23901,0,0.011979,3.0776,4.46626e+09,53.7347,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,7,3.09057,0,0.006249,3.7482,3.23565e+09,51.7704,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,8,0.839427,0.004114,0.003854,1.435,1.19129e+10,47.6516,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,8,2.39458,0.003906,0.003645,2.8429,4.17609e+09,54.2906,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,8,2.30864,0,0.011927,2.8405,4.33155e+09,52.1139,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,8,3.02073,0,0.005416,3.5032,3.31046e+09,52.9674,0
scan_filter_count,base,10000000,0.25,0.250084,0,uniform,9,0.863958,0.004375,0.003854,1.4008,1.15746e+10,46.2985,1
projection_expr_compact,base,10000000,0.25,0.250084,0,uniform,9,2.23573,0.003697,0.003281,2.7391,4.47281e+09,58.1481,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.25,0.250084,0,uniform,9,2.3513,0,0.01302,3.1687,4.25296e+09,51.1685,1
groupby_sum_count,fixedpoint_atomics,10000000,0.25,0.0311476,8,uniform,9,2.99604,0,0.006301,3.5609,3.33774e+09,53.4038,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,100000,0.830052,0.003385,0.003125,1.2733,1.20474e+10,48.1898,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,100000,2.58448,0.00375,0.004218,3.4508,3.86925e+09,54.1702,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,100000,2.21307,0,0.012708,2.9604,4.51861e+09,54.3645,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,100000,5.98438,0,0.006092,6.7116,1.67102e+09,26.7363,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,0,0.875989,0.004166,0.003489,1.3054,1.14157e+10,45.6627,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,0,2.70146,0.004583,0.00375,3.1836,3.7017e+09,51.8245,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,0,2.22802,0,0.013229,3.0994,4.48829e+09,53.9997,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,0,6.07984,0,0.008385,6.8629,1.64478e+09,26.3165,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,1,0.885156,0.004427,0.004635,1.5783,1.12974e+10,45.1898,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,1,2.53661,0.003854,0.004375,3.2198,3.94226e+09,55.1924,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,1,2.58036,0,0.011406,3.3146,3.87542e+09,46.6262,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,1,5.98614,0,0.005468,6.4571,1.67052e+09,26.7284,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,2,0.948489,0.00427,0.003489,1.4417,1.05431e+10,42.1723,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,2,2.60187,0.005833,0.003281,3.0234,3.84338e+09,53.808,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,2,2.24364,0,0.01276,2.808,4.45703e+09,53.6237,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,2,6.00307,0,0.005728,6.6086,1.66581e+09,26.653,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,3,0.922187,0.004583,0.019062,1.4463,1.08438e+10,43.3752,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,3,2.49667,0.004166,0.003541,2.9805,4.00534e+09,56.0755,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,3,2.27484,0,0.011614,2.9597,4.39591e+09,52.8883,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,3,6.18281,0,0.005832,6.802,1.61739e+09,25.8782,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,4,0.891041,0.004479,0.003697,1.5354,1.12228e+10,44.8913,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,4,2.67135,0.004062,0.003177,3.1463,3.74342e+09,52.4085,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,4,2.29516,0,0.012968,2.9495,4.357e+09,52.4202,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,4,5.98776,0,0.006093,6.8,1.67007e+09,26.7212,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,5,0.827812,0.004062,0.003125,1.1801,1.208e+10,48.3201,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,5,2.50984,0.004583,0.003593,2.9453,3.98431e+09,55.7811,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,5,2.22979,0,0.013437,2.8501,4.48473e+09,53.9569,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,5,5.93901,0,0.005884,6.7581,1.68378e+09,26.9405,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,6,0.824531,0.004843,0.002968,1.17,1.21281e+10,48.5124,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,6,2.50812,0.003854,0.003385,3.0654,3.98704e+09,55.8193,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,6,2.24042,0,0.013177,3.0783,4.46346e+09,53.701,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,6,5.93328,0,0.00651,6.7127,1.68541e+09,26.9665,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,7,0.818072,0.004114,0.002968,1.2085,1.22239e+10,48.8955,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,7,2.5413,0.004479,0.004218,3.3406,3.93499e+09,55.0906,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,7,2.20989,0,0.012812,2.8589,4.5251e+09,54.4426,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,7,6.05932,0,0.006561,6.8328,1.65035e+09,26.4056,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,8,1.20734,0.004427,0.002968,1.588,8.28265e+09,33.1306,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,8,2.73864,0.00401,0.003333,3.1998,3.65144e+09,51.1208,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,8,2.22364,0,0.012447,2.8085,4.49712e+09,54.106,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,8,5.99088,0,0.004687,6.4813,1.6692e+09,26.7073,0
scan_filter_count,base,10000000,0.5,0.500044,0,uniform,9,0.841041,0.004531,0.003281,1.1787,1.189e+10,47.5601,1
projection_expr_compact,base,10000000,0.5,0.500044,0,uniform,9,2.49401,0.004427,0.003437,3.0731,4.00961e+09,56.1352,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.5,0.500044,0,uniform,9,2.2475,0,0.011979,2.9124,4.44939e+09,53.5317,1
groupby_sum_count,fixedpoint_atomics,10000000,0.5,0.062345,8,uniform,9,6.0863,0,0.005051,6.6486,1.64303e+09,26.2886,0
scan_filter_count,base,10000000,1,1,0,uniform,100000,0.91375,0.004166,0.003072,1.3103,1.09439e+10,43.7756,1
projection_expr_compact,base,10000000,1,1,0,uniform,100000,2.79818,0.003593,0.003385,3.2425,3.57376e+09,57.1801,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,100000,2.23297,0,0.012135,2.8961,4.47834e+09,53.8801,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,100000,15.8732,0,0.004843,16.4352,6.29992e+08,10.0799,0
scan_filter_count,base,10000000,1,1,0,uniform,0,0.911093,0.003541,0.003697,1.2844,1.09758e+10,43.9033,1
projection_expr_compact,base,10000000,1,1,0,uniform,0,2.79167,0.003802,0.004114,3.1954,3.58209e+09,57.3134,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,0,2.31708,0,0.012864,2.8858,4.31577e+09,51.9241,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,0,15.8841,0,0.007603,16.6262,6.2956e+08,10.073,0
scan_filter_count,base,10000000,1,1,0,uniform,1,0.811354,0.00401,0.003125,1.2367,1.23251e+10,49.3003,1
projection_expr_compact,base,10000000,1,1,0,uniform,1,2.77292,0.003802,0.003645,3.3566,3.60631e+09,57.701,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,1,2.52484,0,0.013072,3.3477,3.96064e+09,47.6515,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,1,15.8978,0,0.005989,16.3593,6.29019e+08,10.0643,0
scan_filter_count,base,10000000,1,1,0,uniform,2,0.860729,0.004531,0.003593,1.2916,1.16181e+10,46.4722,1
projection_expr_compact,base,10000000,1,1,0,uniform,2,3.13682,0.018541,0.00375,3.7865,3.18794e+09,51.007,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,2,2.26141,0,0.011145,2.9682,4.42203e+09,53.2025,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,2,15.9201,0,0.00552,16.3925,6.28137e+08,10.0502,0
scan_filter_count,base,10000000,1,1,0,uniform,3,0.879322,0.00427,0.00302,1.2953,1.13724e+10,45.4896,1
projection_expr_compact,base,10000000,1,1,0,uniform,3,2.86224,0.004114,0.003645,3.473,3.49377e+09,55.9003,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,3,2.25302,0,0.012031,2.9938,4.43849e+09,53.4005,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,3,15.9366,0,0.005624,16.4202,6.27488e+08,10.0398,0
scan_filter_count,base,10000000,1,1,0,uniform,4,0.830104,0.003541,0.003177,1.292,1.20467e+10,48.1867,1
projection_expr_compact,base,10000000,1,1,0,uniform,4,2.88562,0.003593,0.004166,3.6326,3.46545e+09,55.4473,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,4,2.37068,0,0.012395,3.075,4.2182e+09,50.7503,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,4,16.4253,0,0.006353,17.2118,6.08816e+08,9.74107,0
scan_filter_count,base,10000000,1,1,0,uniform,5,0.824687,0.003958,0.003593,1.1924,1.21258e+10,48.5033,1
projection_expr_compact,base,10000000,1,1,0,uniform,5,2.76786,0.003489,0.004739,3.4577,3.61289e+09,57.8063,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,5,2.23729,0,0.011822,3.1363,4.46969e+09,53.776,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,5,16.0246,0,0.005624,16.5581,6.24041e+08,9.98466,0
scan_filter_count,base,10000000,1,1,0,uniform,6,0.866406,0.003802,0.004427,1.5709,1.15419e+10,46.1677,1
projection_expr_compact,base,10000000,1,1,0,uniform,6,2.8375,0.004375,0.004635,3.5533,3.52423e+09,56.3877,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,6,2.26417,0,0.013541,3.1189,4.41664e+09,53.1377,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,6,15.9586,0,0.00604,16.4864,6.26622e+08,10.026,0
scan_filter_count,base,10000000,1,1,0,uniform,7,0.931093,0.005052,0.004687,1.7473,1.07401e+10,42.9603,1
projection_expr_compact,base,10000000,1,1,0,uniform,7,2.83969,0.003854,0.003541,3.3065,3.52151e+09,56.3442,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,7,2.20682,0,0.013281,2.8195,4.5314e+09,54.5184,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,7,16.0571,0,0.00526,16.533,6.22776e+08,9.96442,0
scan_filter_count,base,10000000,1,1,0,uniform,8,0.944895,0.003489,0.003437,1.468,1.05832e+10,42.3327,1
projection_expr_compact,base,10000000,1,1,0,uniform,8,2.86411,0.00375,0.003385,3.2934,3.49148e+09,55.8637,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,8,2.24911,0,0.011979,2.9176,4.4462e+09,53.4933,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,8,15.8308,0,0.005155,16.3054,6.31681e+08,10.1069,0
scan_filter_count,base,10000000,1,1,0,uniform,9,0.81526,0.003958,0.003697,1.2101,1.2266e+10,49.0641,1
projection_expr_compact,base,10000000,1,1,0,uniform,9,2.91651,0.003489,0.003958,3.4356,3.42876e+09,54.8601,1
scalar_agg_sum,fixedpoint_reduce,10000000,1,1,0,uniform,9,2.21167,0,0.012708,2.8735,4.52148e+09,54.399,1
groupby_sum_count,fixedpoint_atomics,10000000,1,0.124827,8,uniform,9,15.912,0,0.004947,16.5718,6.28455e+08,10.0553,0
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,100000,0.803385,0.004531,0.002916,1.2697,1.24473e+10,49.7893,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,100000,0.833333,0.004166,0.003281,9.9726,1.2e+10,144.048,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,100000,1.78745,0,0.011406,2.6997,5.59457e+09,67.3097,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,100000,0.847135,0,0.004634,1.3216,1.18045e+10,188.872,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,0,0.855364,0.003437,0.003125,1.3208,1.16909e+10,46.7637,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,0,0.939114,0.003541,0.002916,1.2979,1.06483e+10,127.823,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,0,1.7137,0,0.01302,2.4485,5.83534e+09,70.2064,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,0,0.866822,0,0.004739,1.2525,1.15364e+10,184.582,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,1,0.785625,0.003802,0.003281,1.2143,1.27287e+10,50.9149,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,1,0.80677,0.003854,0.002968,1.2304,1.23951e+10,148.791,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,1,1.78422,0,0.012916,2.5187,5.6047e+09,67.4315,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,1,0.83927,0,0.004999,1.5191,1.19151e+10,190.642,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,2,0.832291,0.003854,0.00276,1.2944,1.2015e+10,48.0601,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,2,0.848281,0.004218,0.003072,1.3226,1.17885e+10,141.51,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,2,1.74036,0,0.013177,2.5399,5.74592e+09,69.1307,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,2,0.847864,0,0.004791,1.3483,1.17943e+10,188.71,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,3,0.837239,0.003854,0.002916,1.2832,1.1944e+10,47.7761,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,3,0.895416,0.00401,0.003281,1.4652,1.1168e+10,134.061,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,3,1.71969,0,0.011927,2.3205,5.81501e+09,69.9619,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,3,0.879427,0,0.004583,1.2469,1.1371e+10,181.937,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,4,0.827447,0.004322,0.003281,1.2183,1.20854e+10,48.3415,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,4,0.85677,0.008072,0.0025,1.2191,1.16717e+10,140.108,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,4,1.76458,0,0.010989,2.5342,5.66706e+09,68.1818,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,4,0.949322,0,0.004322,1.6525,1.05338e+10,168.541,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,5,0.756197,0.003593,0.00276,1.2255,1.32241e+10,52.8963,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,5,0.793385,0.003906,0.002916,1.2781,1.26042e+10,151.301,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,5,1.83396,0,0.012812,2.5616,5.45269e+09,65.6026,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,5,0.890312,0,0.00453,1.3538,1.1232e+10,179.712,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,6,0.824739,0.004062,0.002864,1.2514,1.2125e+10,48.5002,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,6,0.853906,0.003802,0.00302,1.5773,1.17109e+10,140.578,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,6,1.7501,0,0.011406,2.4287,5.71395e+09,68.7459,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,6,0.911979,0,0.005207,1.2953,1.09652e+10,175.443,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,7,0.813333,0.003854,0.003177,1.2566,1.22951e+10,49.1803,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,7,0.793802,0.004166,0.002916,1.1882,1.25976e+10,151.222,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,7,1.74656,0,0.011093,2.428,5.72553e+09,68.8853,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,7,0.83401,0,0.004739,1.2415,1.19903e+10,191.844,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,8,0.742708,0.007812,0.002968,1.1234,1.34642e+10,53.857,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,8,0.807343,0.004062,0.00302,1.3151,1.23863e+10,148.685,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,8,1.77375,0,0.012447,2.3859,5.63777e+09,67.8295,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,8,0.837395,0,0.004999,1.2133,1.19418e+10,191.069,1
scan_filter_count,base,10000000,0.001,0.0010001,0,uniform,9,0.752031,0.003489,0.002864,1.1676,1.32973e+10,53.1893,1
projection_expr_compact,base,10000000,0.001,0.0010001,0,uniform,9,0.825833,0.003437,0.002604,1.2525,1.2109e+10,145.356,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.001,0.0010001,0,uniform,9,1.88114,0,0.01276,2.4231,5.31591e+09,63.9571,1
groupby_sum_count,fixedpoint_atomics,10000000,0.001,0.0010001,8,uniform,9,0.837031,0,0.004895,1.1838,1.1947e+10,191.152,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,100000,0.787604,0.003229,0.002968,1.5318,1.26967e+10,50.7869,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,100000,1.13276,0.004947,0.00302,1.5529,8.828e+09,106.29,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,100000,1.88969,0,0.011875,2.5024,5.29188e+09,63.668,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,100000,1.17922,0,0.005051,1.615,8.4802e+09,135.683,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,0,1.18531,0.003906,0.002812,1.5463,8.4366e+09,33.7464,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,0,1.00495,0.003437,0.003333,1.4298,9.95077e+09,119.809,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,0,1.85307,0,0.012708,2.5845,5.39644e+09,64.926,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,0,1.15755,0,0.005155,1.5381,8.63892e+09,138.223,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,1,1.14245,0.00375,0.003593,1.8605,8.75314e+09,35.0126,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,1,1.06068,0.004114,0.002916,1.487,9.42794e+09,113.514,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,1,1.89333,0,0.010937,2.5293,5.28169e+09,63.5453,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,1,1.2801,0,0.004843,1.7987,7.81187e+09,124.99,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,2,1.27078,0.004322,0.00302,1.7948,7.86918e+09,31.4767,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,2,1.115,0.004218,0.003125,1.5493,8.96861e+09,107.983,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,2,1.91208,0,0.013541,2.6031,5.2299e+09,62.9222,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,2,1.16932,0,0.008228,1.6012,8.55196e+09,136.831,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,3,1.1424,0.004114,0.002864,1.5435,8.75354e+09,35.0142,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,3,1.18052,0.003906,0.003281,1.8287,8.47084e+09,101.99,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,3,1.9363,0,0.012291,2.6054,5.16448e+09,62.1352,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,3,1.17948,0,0.005468,1.6619,8.47832e+09,135.653,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,4,1.13083,0.00427,0.003125,1.7866,8.84304e+09,35.3722,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,4,1.09729,0.004479,0.003333,1.5458,9.11335e+09,109.726,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,4,1.9326,0,0.012552,2.6431,5.17437e+09,62.2541,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,4,1.1913,0,0.004999,1.6631,8.39418e+09,134.307,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,5,1.15703,0.003906,0.002656,1.5683,8.64281e+09,34.5712,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,5,1.34208,0.003906,0.00276,1.7135,7.4511e+09,89.7123,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,5,1.89776,0,0.012031,2.5427,5.26937e+09,63.3971,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,5,1.17547,0,0.004478,1.6483,8.50725e+09,136.116,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,6,1.12771,0.003697,0.002864,1.5445,8.86754e+09,35.4702,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,6,1.16125,0.004635,0.003281,1.588,8.61141e+09,103.683,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,6,2.05224,0,0.012447,2.6526,4.87273e+09,58.625,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,6,1.1663,0,0.005312,1.5642,8.57411e+09,137.186,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,7,0.914635,0.004114,0.003489,1.3004,1.09333e+10,43.7333,1
projection_expr_compact,base,10000000,0.01,0.0100351,0,uniform,7,1.03656,0.003437,0.002968,1.4465,9.64728e+09,116.155,1
scalar_agg_sum,fixedpoint_reduce,10000000,0.01,0.0100351,0,uniform,7,1.87104,0,0.01177,2.4909,5.34462e+09,64.3024,1
groupby_sum_count,fixedpoint_atomics,10000000,0.01,0.0100351,8,uniform,7,1.1738,0,0.00526,1.6268,8.51932e+09,136.309,1
scan_filter_count,base,10000000,0.01,0.0100351,0,uniform,8,1.14911,0.003958,0.003072,1.6397,8.70236e+09,34.8094,1
